State,state_abbr,District,year,std12_letters_and_up,std12_numbers_and_up,std35_std1_and_up,std35_subtraction_and_up,private_6_14,out_of_school_6_14,in_school_3_4
Nagaland,NL,Zunheboto,2007,90.3,87.1,57.9,67.3,52.6,4,2.4
Nagaland,NL,Dimapur,2007,99.6,100,92.5,97.4,58.8,0.4,4.1
Nagaland,NL,Phek,2007,100,100,76.7,77.6,36.6,3.4,68.2
Odisha,OR,Bargarh,2007,83.3,75.6,56.2,43.8,3.8,6,90
Odisha,OR,Jharsuguda,2007,79.9,70.9,61.9,46.2,8.3,5.3,94.6
Odisha,OR,Sambalpur,2007,81.4,76.6,64.9,42.2,7.4,6.1,86
Odisha,OR,Deogarh,2007,73.9,73.8,71.2,75.7,8.7,6,90.5
Odisha,OR,Sundargarh,2007,67.4,70.5,52.1,39.2,8.4,8,87.4
Odisha,OR,Kendujhar,2007,77.4,79.2,65.5,58.1,2.2,7.6,76
Odisha,OR,Mayurbhanj,2007,87.3,76.7,70.5,66.8,0.8,12.1,87.6
Odisha,OR,Baleshwar,2007,89.1,82.7,75.2,61.8,0.1,3.1,NA
Odisha,OR,Bhadrak,2007,87.7,80.3,74.7,65.1,1.1,1.6,86.1
Odisha,OR,Kendraparha,2007,84,85.7,75.4,73.3,4,3.6,73.6
Odisha,OR,Jagatsinghapur,2007,81.4,83.8,79.3,67.2,6,1.7,98.7
Odisha,OR,Cuttack,2007,91,90.6,77.2,62.9,6.4,2.8,75.4
Odisha,OR,Jajapur,2007,82.4,78.6,79.2,71.8,3.2,2.6,92.7
Odisha,OR,Dhenkanal,2007,82,83.1,50.8,46.4,2.9,5.1,85.3
Odisha,OR,Anugul,2007,57.9,57.7,44.6,20.4,0,0.2,NA
Odisha,OR,Nayagarh,2007,73,73.5,73,55.8,5.7,5,81.1
Odisha,OR,Khordha,2007,80.9,82.1,75.5,61.5,3.4,2.9,89.6
Odisha,OR,Puri,2007,98.1,92.5,87,83.5,3.1,2.1,92
Odisha,OR,Ganjam,2007,70,70.3,56.7,42.1,2.4,9,45.3
Odisha,OR,Gajapati,2007,68.4,72.7,53.4,53.7,7.8,13.5,89.7
Odisha,OR,Baudh,2007,75,70.8,64.2,46.2,3.1,5.8,84.5
Odisha,OR,Subarnapur,2007,73.4,68,70.5,50.8,1.1,8.7,87.3
Odisha,OR,Balangir,2007,69.2,63.3,61.7,40.6,5.1,9.8,67.3
Odisha,OR,Nuaparha,2007,39.9,37.3,34.2,19.8,3.1,12.4,62.9
Odisha,OR,Kalahandi,2007,62.8,56.7,62.1,47,2,6.4,71.2
Odisha,OR,Rayagarha,2007,72.9,73.6,66.5,59.6,0.7,36.3,49.4
Odisha,OR,Nabarangapur,2007,21.2,17.9,24.3,14.8,4.8,14.6,66.7
Odisha,OR,Malkangiri,2007,53.6,42.4,37.7,34.6,0.6,22.6,79.7
Punjab,PB,Faridkot,2007,91.4,90.9,55.2,60.3,39.3,5.7,76.8
Punjab,PB,Fatehgarh Sahib,2007,88,85.5,75.5,72.8,35.4,1.8,76.9
Punjab,PB,Firozpur,2007,82.3,82.7,58.3,62.1,28.4,8.8,91.6
Punjab,PB,Gurdaspur,2007,91.8,86.8,87.9,86.6,38.7,1.1,93.3
Punjab,PB,Hoshiarpur,2007,92.8,88.7,71.6,65.1,17.4,1,72.1
Punjab,PB,Mansa,2007,90.3,88,72.8,68.7,38.2,3.2,53.7
Punjab,PB,Moga,2007,92.9,91.6,81.8,74.3,34.6,4.5,77.4
Punjab,PB,Muktsar,2007,87.3,91.6,73.4,71.6,29.2,3.9,71.4
Punjab,PB,Nawashehar,2007,93.1,86.1,73.1,71.7,6.3,0.7,93.8
Punjab,PB,Sangrur,2007,98.2,96.3,91.3,91.3,32.2,0.5,NA
Punjab,PB,SSANagar,2007,95.2,94.2,71.7,70.6,35.6,1.2,77.3
Punjab,PB,Patiala,2007,73.3,78.2,66.5,49.8,40.8,4.4,53.5
Punjab,PB,Rupnagar,2007,92.9,88.3,81.9,86.7,40.4,0.3,80.6
Punjab,PB,Amritsar,2007,93.4,90.5,50.8,46.1,34.2,4.4,NA
Rajasthan,RJ,Ajmer,2007,64.2,67.8,58.4,46.6,17.5,8.2,72.5
Rajasthan,RJ,Alwar,2007,71.3,74.1,66.8,65.4,36.3,5,66.7
Rajasthan,RJ,Banswara,2007,52,57.1,30.6,17.4,11,10.5,75
Rajasthan,RJ,Baran,2007,61.2,65.9,47.9,47.1,23.1,6.2,65.2
Rajasthan,RJ,Bhilwara,2007,87.4,85.3,60.1,51.4,9.6,5.4,71.6
Rajasthan,RJ,Bikaner,2007,60.1,58.6,57.4,41.1,26.7,14.1,53.4
Rajasthan,RJ,Bundi,2007,78.2,78.1,53.2,51.5,19.7,5.4,58.5
Rajasthan,RJ,Chittaurgarh,2007,67.7,64.5,51.2,42.2,12.5,5.2,81
Rajasthan,RJ,Churu,2007,61.5,58,52.7,42.1,43.2,7.8,72.5
Rajasthan,RJ,Dausa,2007,71.4,69.1,64.9,57.7,31.1,3.4,49
Rajasthan,RJ,Dhaulpur,2007,68.5,73.1,51.2,49.5,28.2,5.5,56.9
Rajasthan,RJ,Dungarpur,2007,79.8,81.4,48.6,38.2,10.2,9.1,62.8
Rajasthan,RJ,Ganganagar,2007,87.7,88.1,76.5,80.9,32.2,6.3,48.9
Rajasthan,RJ,Hanumangarh,2007,77.3,75.1,73.5,58.1,35.7,2.7,78.8
Rajasthan,RJ,Jaipur,2007,71.5,75.5,67.9,64.3,38.8,2.3,45.5
Rajasthan,RJ,Jaisalmer,2007,60.5,67.8,53.5,46.7,4,14.3,63.6
Rajasthan,RJ,Jalor,2007,58.7,55.7,55.4,48.5,13.1,9.6,71.5
Rajasthan,RJ,Jhalawar,2007,67.2,68,49.9,42.2,17.7,10.2,75.6
Rajasthan,RJ,Jhunjhunun,2007,76.2,76,72.4,65.2,48.5,1.6,44.6
Rajasthan,RJ,Jodhpur,2007,69.3,68,58.4,45.3,24.3,9.9,56
Rajasthan,RJ,Karauli,2007,64,68.3,52.2,50,32.9,5.9,43.1
Rajasthan,RJ,Kota,2007,68.5,71.8,50.4,45,47.2,3.2,40.9
Rajasthan,RJ,Nagaur,2007,67.1,65.5,57.4,48.9,37,5.6,40.5
Rajasthan,RJ,Pali,2007,63.5,70,50.4,43.7,19.3,7.3,62.7
Rajasthan,RJ,Rajsamand,2007,82.4,82,63.3,45.8,8.2,3.5,87.3
Rajasthan,RJ,Sawai Madhopur,2007,75.5,75.8,50.8,54,26.6,5.8,56.5
Rajasthan,RJ,Sikar,2007,87.4,88.9,64.4,64.2,47.6,2.1,54.7
Rajasthan,RJ,Sirohi,2007,63.8,64.9,44.1,41.9,13.2,11.2,62.5
Rajasthan,RJ,Tonk,2007,70.1,74.7,55.7,48.8,34.6,7,65
Rajasthan,RJ,Udaipur,2007,66.1,69.4,52.4,37.3,10.7,10.1,56.8
Tamilnadu,TN,Tiruvallur,2007,56.9,59.3,46.5,32,13,1.9,93.9
Tamilnadu,TN,Kancheepuram,2007,62.8,70.1,53.4,37.6,21.6,1.5,97.1
Tamilnadu,TN,Vellore,2007,73.2,86.2,41.2,38.8,14.8,2.9,95.8
Tamilnadu,TN,Tiruvannamalai,2007,64.1,72.7,53.5,30.5,12,1.6,98.6
Tamilnadu,TN,Viluppuram,2007,51.5,55.4,34.7,38.5,16.6,1,92.1
Tamilnadu,TN,Salem,2007,34.2,36.7,28.1,24.3,12.8,1.8,77
Tamilnadu,TN,Namakkal,2007,57,63.2,56.4,44.5,15.6,0.9,NA
Tamilnadu,TN,Erode,2007,61,71.5,47.9,40,16.2,1.1,85.5
Tamilnadu,TN,The Nilgiris,2007,45.7,61.6,45.6,64.7,46.2,0.3,41.3
Tamilnadu,TN,Coimbatore,2007,70.9,75,50,42.5,14.6,0.2,85.9
Tamilnadu,TN,Karur,2007,60.7,73.1,43.6,42.7,8.9,0.6,NA
Tamilnadu,TN,Tiruchirappalli,2007,58.2,62.6,64,49.2,21.8,1,91.1
Tamilnadu,TN,Perambalur,2007,53.2,67.2,47.9,31.3,16.5,1,NA
Tamilnadu,TN,Ariyalur,2007,74.2,79.2,65.9,63.3,6.4,0.6,97.9
Tamilnadu,TN,Cuddalore,2007,62.6,67.1,44.9,42,16.7,1,82.6
Tamilnadu,TN,Nagapattinam,2007,38.4,53.5,20,21.6,13.3,1.3,NA
Tamilnadu,TN,Tiruvarur,2007,46.8,53.3,46.3,35.4,11.6,1.1,NA
Tamilnadu,TN,Pudukkottai,2007,48.4,54.7,52.3,41.7,9.9,0.8,82.6
Tamilnadu,TN,Sivagangai,2007,72.6,73.1,63.5,48.1,13.9,0.1,80.8
Tamilnadu,TN,Madurai,2007,73.1,74.1,57.7,53.3,27.4,2.2,86.3
Tamilnadu,TN,Theni,2007,73.6,78.2,59.2,47.8,24,0.9,85.3
Tamilnadu,TN,Virudhunagar,2007,76.2,74,80.4,71.7,20.1,1.4,93.3
Tamilnadu,TN,Thoothukudi,2007,44.6,49.2,23.3,26.5,10,0,NA
Tamilnadu,TN,Tirunelveli,2007,66,74.3,58.3,52.6,7.9,0.3,94.9
Tamilnadu,TN,Kanyakumari,2007,64.8,78.7,64.3,51.1,9.1,1,NA
Uttarakhand,UK,Chamoli,2007,84.6,87.5,72.8,71.3,8.6,0.3,87.5
Uttarakhand,UK,Rudraprayag,2007,85,82.3,75.4,69.6,16.9,0.3,71.1
Uttarakhand,UK,Tehri Garhwal,2007,75.4,68.8,75.1,63.7,20.5,0.8,66.7
Uttarakhand,UK,Dehradun,2007,74.5,75.7,67.6,56,33.1,2.6,NA
Uttarakhand,UK,Pithoragarh,2007,78.4,75.7,77.1,67.3,18.8,1.1,89.3
Uttarakhand,UK,Bageshwar,2007,89.2,87.9,79.3,69,21.8,1.6,64.4
Uttarakhand,UK,Nainital,2007,84,86.8,81.7,77.9,20.5,2.1,NA
UP,UP,Saharanpur,2007,69.1,61.7,70.7,62.1,33,4.7,97
UP,UP,Muzaffarnagar,2007,67.9,66.3,45.2,45.5,40.4,8,61.5
UP,UP,Bijnor,2007,73.2,68.5,65.8,54.7,35.1,0.8,NA
UP,UP,Moradabad,2007,68.7,73.1,46,49,24.3,3.2,41
UP,UP,Rampur,2007,51.2,54.6,28.9,21.6,12.2,4.2,87.2
UP,UP,Jyotiba Phule Nagar,2007,88.6,88.9,75.2,65.3,42.5,6.5,67.1
UP,UP,Meerut,2007,85.1,86.9,78.8,61.2,39.1,1.8,42.7
UP,UP,Baghpat,2007,69.4,64.8,66.7,69.3,44.9,1.9,NA
UP,UP,Ghaziabad,2007,73.2,72.3,73.9,59.8,42.5,3.2,82.8
UP,UP,Gautam Buddha Nagar,2007,68,70.2,69.9,56.9,42.6,2.8,56.3
UP,UP,Bulandshahar,2007,77.5,80.8,66,47.9,28.7,4.8,61.5
UP,UP,Aligarh,2007,71.6,72.2,47.6,42.6,32.2,2,67.9
UP,UP,Hathras,2007,56.4,53.8,50.3,46.7,18.8,3.9,51.9
UP,UP,Mathura,2007,69,65.7,55.3,48.6,43.5,3.8,81.2
UP,UP,Agra,2007,70.3,78.6,49,43.6,43.7,4,57.5
UP,UP,Firozabad,2007,53.4,50.5,53.7,37.8,26.8,0.9,94.3
UP,UP,Etah,2007,71.2,69.4,44.5,46.3,19,0.3,98.4
UP,UP,Mainpuri,2007,64.5,67.7,61.7,57.9,31,0.6,85.5
UP,UP,Budaun,2007,78.7,74.4,41.4,45.3,16.2,12.1,53.1
UP,UP,Bareilly,2007,75.7,78.5,54.6,48,26.4,9.6,53.9
UP,UP,Pilibhit,2007,67.3,71.8,43.2,30.5,28.5,7,95.6
UP,UP,Shahjahanpur,2007,52.5,49.4,37.7,30.4,13.7,4.6,3.5
UP,UP,Hardoi,2007,66,65.7,40.6,36.7,23.6,3.7,66.2
UP,UP,Unnao,2007,74.2,75.3,39.4,31,27,4.7,70.8
UP,UP,Lucknow,2007,71.8,73.6,54.5,39.2,31.3,7.2,44.6
UP,UP,Rae Bareli,2007,57.3,56.1,36.1,26,29,3.9,78.3
UP,UP,Farukkhabad,2007,65.4,65.7,43.7,43.5,21.5,4.4,56.7
UP,UP,Kannauj,2007,72.4,74.9,53.9,49.5,12.8,1.7,90.5
UP,UP,Etawah,2007,61.5,65.1,64.5,59.2,15.1,1.7,86.6
UP,UP,Auraiya,2007,61.5,61.2,60.3,65.9,8.7,2,87.3
UP,UP,Jalaun,2007,71,61.9,45.1,44.9,18.9,2.2,72
UP,UP,Jhansi,2007,75.8,69.1,50,51.2,15.6,2,73.4
UP,UP,Lalitpur,2007,70,70.2,45.1,44.5,8.1,1.4,93.5
UP,UP,Hamirpur,2007,70.7,68.3,63.2,62.7,20,4.1,65.3
UP,UP,Mahoba,2007,73.9,74.2,50.4,42.8,20.6,2.4,64.7
UP,UP,Banda,2007,64.4,60.4,50.6,46.3,14.9,4.4,55.5
UP,UP,Chitrakoot,2007,55.5,47.3,30.1,22.9,19.7,3.7,74.1
UP,UP,Fatehpur,2007,87.4,78.7,53.7,53.5,31,3.2,98.7
UP,UP,Pratapgarh,2007,66.1,61.2,41.2,24.7,35.7,4.1,58.9
UP,UP,Kaushambi,2007,69.6,69.7,55.9,42.4,30.7,5.8,42.6
UP,UP,Allahabad,2007,72,65.5,54.8,38.6,38.2,3.4,59.6
UP,UP,Barabanki,2007,74.8,83.1,48.8,30.2,26.6,10.3,75.1
UP,UP,Faizabad,2007,76.1,75.5,62.2,55.2,38.1,2,45.9
UP,UP,Ambedkar Nagar,2007,55.3,57.6,54.8,46,32.9,1.3,72.7
UP,UP,Sultanpur,2007,68.2,67.3,49.8,34.3,36.4,2.7,38.1
UP,UP,Bahraich,2007,73.9,67.8,60.9,55.7,12.9,1.9,97.9
UP,UP,Shrawasti,2007,83.2,84.5,80.3,75.1,4.8,3.3,86.7
UP,UP,Balrampur,2007,72.3,65.8,62.2,55.6,19.6,3.7,81
UP,UP,Gonda,2007,60.1,58.3,40.4,32.7,21,5.6,63.5
UP,UP,Siddharthnagar,2007,66.2,58.3,53.9,33.1,20.8,6.2,43.1
UP,UP,Basti,2007,64.6,62.3,42.5,36.4,29.3,2.5,78.6
UP,UP,Sant Kabir Nagar,2007,77.6,71.2,52,44,33.4,1.7,50
UP,UP,Mahrajganj,2007,63.1,56,55.9,39.8,29.2,6.8,40.9
UP,UP,Gorakhpur,2007,69.2,68.7,47.9,36.2,44.3,2.1,38.1
UP,UP,Kushinagar,2007,77.8,64.2,67.2,51.5,26.2,2.1,89.4
UP,UP,Deoria,2007,47.6,48,42,27.5,50.6,1.4,58.1
UP,UP,Azamgarh,2007,45.2,53,48.4,26.1,29.6,2.6,66.1
UP,UP,Mau,2007,71.4,67.6,68.6,57.6,37.9,0.6,75.2
UP,UP,Ballia,2007,73.5,76.1,59.8,43.9,36.5,3.2,45.7
UP,UP,Jaunpur,2007,61.2,59.3,52.9,34,35.1,2.7,40.7
UP,UP,Ghazipur,2007,75.4,71.1,62.4,53.8,46.1,1.5,84.1
UP,UP,Chandauli,2007,61.5,54.7,55,40.8,28.5,5.1,44.6
UP,UP,Varanasi,2007,83.3,78.2,72.1,55.7,29.9,3.6,73.9
UP,UP,Sant Ravidas Nagar Bh,2007,80.2,66.3,51.9,40.9,29.4,1.5,55.4
UP,UP,Mirzapur,2007,72.6,70.2,48.3,41.4,18.7,1.9,74.7
UP,UP,Sonbhadra,2007,71,59.7,54.4,30.3,24.7,7.8,54.1
WB,WB,Darjiling,2007,81.1,86.7,65.9,69.9,27.4,2.7,65.6
WB,WB,Uttar Dinajpur,2007,87.7,86.2,74.9,76.8,4.2,5.6,88.5
WB,WB,Maldah,2007,70.8,70,74.8,75.5,6.1,4.9,79.6
WB,WB,Murshidabad,2007,88.5,91.6,46.7,54.3,4.7,4.3,83.9
WB,WB,Birbhum,2007,90.5,89,71.3,65.5,1.6,9.5,89.7
WB,WB,Bardhaman,2007,93.6,95.6,88.9,91.6,0.5,2.2,85.9
WB,WB,Nadia,2007,90.2,92.5,75,61.4,1.2,4.7,76.4
WB,WB,North 24 Parganas,2007,85.9,88.9,54,46.3,4.9,8.4,83.3
WB,WB,Bankura,2007,90,88.5,70.1,65.6,1.6,6.1,90.3
WB,WB,Puruliya,2007,68,65.7,56.9,60.6,1.3,15.6,86.9
WB,WB,Medinipur,2007,100,99,98.6,97.9,2.3,4.4,97.2
WB,WB,Howrah,2007,100,97.4,92.9,91.2,1.1,2.4,98.1
WB,WB,South 24 Parganas,2007,91.1,93.7,74.7,67.6,7.2,4.8,68.3
Andhra Pradesh,AP,Adilabad,2008,77.6,82.7,47.6,39.6,27.2,8.1,80.9
Andhra Pradesh,AP,Anantapur,2008,81.1,83.9,70,65.5,22.4,4.6,83.7
Andhra Pradesh,AP,Cuddapah,2008,95.7,94.5,78.7,79.5,58.8,2.1,86.6
Andhra Pradesh,AP,Guntur,2008,94.3,93.8,70,58.3,22.1,2.6,81.7
Andhra Pradesh,AP,Karimnagar,2008,83.4,87.7,71.4,58.4,45.9,4,NA
Andhra Pradesh,AP,Khammam,2008,91.4,92.5,69.2,71.7,23,5.6,67.3
Andhra Pradesh,AP,Krishna,2008,89.7,90.2,79.1,64.9,32,1.5,NA
Andhra Pradesh,AP,Kurnool,2008,87.8,88.1,75.1,71.7,26.1,6.2,98.6
Andhra Pradesh,AP,Mahbubnagar,2008,79.2,81.4,64.4,52.3,26.3,3.8,83.6
Andhra Pradesh,AP,Medak,2008,75.8,81.1,69.6,50.9,24.7,2.5,78.6
Andhra Pradesh,AP,Nalgonda,2008,88,89.8,77.9,66.6,25.9,2.5,88.7
Andhra Pradesh,AP,Nellore,2008,96.3,95.4,78.5,73.3,22.5,4.3,93.5
Andhra Pradesh,AP,Nizamabad,2008,88.1,87.6,77.3,69.4,28.5,2.9,95
Andhra Pradesh,AP,Rangareddy,2008,81.6,84.5,61.6,47.6,30.8,1.8,78.8
Andhra Pradesh,AP,Srikakulam,2008,90.1,87.3,81.9,75.9,14.4,3.1,89.1
Andhra Pradesh,AP,Visakhatnam,2008,78.8,76.8,65.5,52.8,15.5,3.1,98.3
Andhra Pradesh,AP,Vizianagaram,2008,87.5,85.7,69.3,61.7,17.6,3.1,88.7
Andhra Pradesh,AP,Warangal,2008,91.8,90.6,70.4,58.8,44.8,3,NA
Andhra Pradesh,AP,West Godavari,2008,91.7,93.7,82.4,71.1,27.6,5,81.8
Assam,AS,Barpeta,2008,71.4,72.9,63.9,41,15.9,4.9,89.5
Assam,AS,Bongaigaon,2008,75.4,77.1,61,43.5,15.7,4.2,55.6
Assam,AS,Darrang,2008,72.1,79.7,73.2,63.1,20.8,12.8,59.5
Assam,AS,Dhemaji,2008,63.4,69.9,42.8,21.7,11.3,3.1,50
Assam,AS,Dhubri,2008,65.8,70.4,52.8,49,5.4,9.1,84.8
Assam,AS,Dibrugarh,2008,80.6,85.7,67.7,58.8,25,4.3,80
Assam,AS,Goalpara,2008,73.1,76.2,65,50,11.9,4.4,84.2
Assam,AS,Golaghat,2008,76.5,78.6,63.3,45.2,20.6,4.5,66.7
Assam,AS,Jorhat,2008,90.4,87.5,66.7,50.4,15.2,3.5,80.5
Assam,AS,Kamrup,2008,78.4,81.3,61.4,52.1,18.1,4.7,86.4
Assam,AS,Kokrajhar,2008,65,68.7,55.2,31.8,19.7,4.7,62.5
Assam,AS,Lakhimpur,2008,69,69,56.9,50.3,11.5,4.9,81.2
Assam,AS,Marigaon,2008,59.7,66.9,61.2,49.2,9.4,6.1,94.9
Assam,AS,Nagaon,2008,78.7,80.8,59.2,40.8,5.3,2.4,85.3
Assam,AS,Nalbari,2008,84.6,82.9,76.7,65.8,19.2,4.1,89.4
Assam,AS,Sonitpur,2008,74.4,75.2,51,29,15.7,11.3,81.3
Bihar,BR,Araria,2008,48.9,57.4,58.8,49.3,2.8,12.3,10.3
Bihar,BR,Aurangabad,2008,76.6,79.4,70.2,53.7,9,1.9,80.3
Bihar,BR,Banka,2008,71.4,73.7,69.8,67.4,6.3,7.4,52.9
Bihar,BR,Begusarai,2008,69.9,71.1,72.8,69.3,7.3,5.8,50.3
Bihar,BR,Bhagalpur,2008,68.2,66.3,58.9,59.2,5.6,5.6,73.9
Bihar,BR,Bhojpur,2008,89.2,89.9,85.2,85.5,14.2,4.3,75.6
Bihar,BR,Buxar,2008,97,96.8,87.5,86.4,6.5,0.3,99.1
Bihar,BR,Darbhanga,2008,63.4,67.4,68.5,68.4,7.6,4,39.2
Bihar,BR,Gaya,2008,78.2,78.8,77.8,74.9,17.2,4.9,76.4
Bihar,BR,Gopalganj,2008,70.9,69.8,79.2,78.6,18.8,1.2,NA
Bihar,BR,Jamui,2008,72.1,66.6,73.1,70.1,3.6,3.6,66.3
Bihar,BR,Jehanabad,2008,71.7,81,77.6,67.4,7.8,4.9,73.5
Bihar,BR,Katihar,2008,87.2,83.4,55.5,51,1.8,2.5,79.8
Bihar,BR,Khagaria,2008,76.2,73.8,67.3,61.5,7.6,3.4,84.5
Bihar,BR,Kishanganj,2008,64.4,61.4,65,50.5,12.1,3.8,42
Bihar,BR,Lakhisarai,2008,65.8,68.6,74.3,61.7,4,8.4,40.9
Bihar,BR,Madhubani,2008,64.4,64.8,62.8,52.6,3,7.3,55.2
Bihar,BR,Munger,2008,72.8,75,75.4,70.1,13.9,3.5,50
Bihar,BR,Muzaffarpur,2008,55.1,61,57.7,46.7,4.4,6.5,74.4
Bihar,BR,Nalanda,2008,59.3,57.9,58,55.6,12.2,5.6,88.1
Bihar,BR,Nawada,2008,77.8,71,66.7,57.5,9.2,4.8,67.6
Bihar,BR,Pashchimi Champaran,2008,68.4,72.8,65.9,58.5,10.8,8.1,59.5
Bihar,BR,Patna,2008,81.5,82.4,65.5,62.3,17,2.4,53.9
Bihar,BR,Purbi Champaran,2008,51.8,60.1,61.8,56.3,4.2,7.4,39.2
Bihar,BR,Purnia,2008,80.1,74.8,70.9,67.6,2.5,10,62.3
Bihar,BR,Rohtas,2008,79.2,77.5,73.5,67.5,9.7,2.3,83.7
Bihar,BR,Saharsa,2008,75.2,75.7,68.3,64.4,6.6,6.5,64.4
Bihar,BR,Samastipur,2008,45.3,51.3,54.2,53.4,9,5,70.8
Bihar,BR,Saran,2008,67.7,68.6,72.6,66.1,12.2,4.8,65
Bihar,BR,Sheikhpura,2008,66.4,71.2,73.7,73.6,6.3,6.5,63.1
Bihar,BR,Sheohar,2008,79.6,79.7,77.6,73.8,4.1,3,70.7
Bihar,BR,Sitamarhi,2008,57.1,62.4,71.3,61.8,4.8,11.7,46.6
Bihar,BR,Siwan,2008,68.3,70.6,65.1,58.4,15,6.1,62.3
Bihar,BR,Vaishali,2008,89.9,89.1,73.9,64.2,16.1,4.5,35.4
Chattisgarh,CG,Bastar,2008,97.1,95.8,93.5,78.9,6,6,90.7
Chattisgarh,CG,Bilaspur,2008,94.1,94.1,83.8,84.1,9.3,4,67.3
Chattisgarh,CG,Dhamtari,2008,96.8,96.8,91,88.5,10,2.9,87.5
Chattisgarh,CG,Durg,2008,99.1,97.4,90.7,86.6,8.6,4.7,75.9
Chattisgarh,CG,Jashpur,2008,94.7,97.4,84.7,75.8,16,3.3,80.2
Chattisgarh,CG,Kanker,2008,88.2,91.6,82.5,85.5,6.8,1.2,95.1
Chattisgarh,CG,Kawardha,2008,96.5,97.3,82.9,76.8,11.3,3.5,97.9
Chattisgarh,CG,Korba,2008,93.9,95.1,92,92.3,3,5.2,78.4
Chattisgarh,CG,Koriya,2008,97.1,97.4,91.4,90.6,4.6,2.8,89.5
Chattisgarh,CG,Mahasamund,2008,92.6,93.6,77.7,70.1,5.9,3.1,91.3
Chattisgarh,CG,Raigarh,2008,88.1,86.4,79.1,69.2,11.2,3.2,77.7
Chattisgarh,CG,Raipur,2008,91.3,93.6,82.4,70.7,11.1,6.6,84.5
Chattisgarh,CG,Rajnandgaon,2008,92.1,92.6,89.5,86.7,6.9,3,94.7
Chattisgarh,CG,Surguja,2008,92.2,94,81.1,81.4,10.8,7.3,85.1
Goa,Goa,South Goa,2008,100,99.3,84.1,84.1,54,0.2,91.6
Gujarat,GJ,Ahmedabad,2008,58.3,65.8,51.5,40.1,5.1,4.1,87.1
Gujarat,GJ,Amreli,2008,72.3,70.6,57.8,42.6,11.6,3.5,80.7
Gujarat,GJ,Banas Kantha,2008,67.1,72.3,54.5,27.2,5.5,7.5,96.5
Gujarat,GJ,Bhavnagar,2008,66.8,64.8,52,27.6,3.2,2.1,76
Gujarat,GJ,Dohad,2008,70.6,65.8,62.1,44.8,8.3,5.9,77
Gujarat,GJ,Gandhinagar,2008,92.2,89.4,77.1,62.8,19.8,2.1,79.3
Gujarat,GJ,Jamnagar,2008,88.3,86.8,67,41.5,16.7,3.2,87.4
Gujarat,GJ,Kachchh,2008,63.5,65.2,48.9,35.2,5.3,5.2,78.4
Gujarat,GJ,Kheda,2008,74.7,80,59.7,33.1,14.9,2.5,83.5
Gujarat,GJ,Mehsana,2008,85.4,82.6,82.9,77.5,8.7,0.8,78.2
Gujarat,GJ,Narmada,2008,50.7,54.1,35.6,16.5,3.6,3.4,98.5
Gujarat,GJ,Navsari,2008,96.7,98.9,67.1,66.2,5.1,3.7,94
Gujarat,GJ,Panch Mahals,2008,82.1,81.1,54,34.5,4.7,3.1,98.4
Gujarat,GJ,Patan,2008,97.6,89.1,85.2,69.9,1.2,2.4,95.4
Gujarat,GJ,Porbandar,2008,82.7,83.7,56.5,32.2,12.8,3.6,95.2
Gujarat,GJ,Rajkot,2008,67.6,67.9,55.1,31.8,9.7,4.8,78.7
Gujarat,GJ,Sabar Kantha ,2008,49.1,53.5,50.5,57.3,0.2,2.8,77.3
Gujarat,GJ,Surendranagar,2008,82.9,77,66.8,52,4.4,6.5,82
Gujarat,GJ,The Dangs,2008,75.2,78.7,42.6,22.9,2.5,7.3,95.6
Gujarat,GJ,Vadodara,2008,58.7,57,43.6,30,11.3,12.4,56.6
Gujarat,GJ,Valsad,2008,87.4,89.6,52.1,25.1,4.3,5.1,75.5
Haryana,HR,Ambala,2008,81.2,89,67.8,57.7,29.9,1.4,85.2
Haryana,HR,Fatehabad,2008,72.9,81.2,75.8,69.1,35,5.9,63.4
Haryana,HR,Hisar,2008,77.3,79.6,80.1,76.4,53.2,1.7,87.5
Haryana,HR,Jind,2008,81.9,80.7,72,69,42.7,1.5,84.2
Haryana,HR,Kaithal,2008,75.5,77.7,77.3,72.2,38.6,1.8,93.8
Haryana,HR,Karnal,2008,78.4,77.1,73.6,69.6,26.4,1.8,95.5
Haryana,HR,Kurukshetra,2008,68.9,70.1,54.2,46.8,37.4,1.5,72.9
Haryana,HR,Mahendragarh,2008,80.9,82.2,77.7,66.4,48.6,1,89
Haryana,HR,Mewat,2008,62.3,66.7,62.9,48.4,18.2,16.1,60.6
Haryana,HR,Panchkula,2008,84.1,84.7,76.6,73.5,24.3,2,88.2
Haryana,HR,Rewari,2008,76.3,78.1,70.8,61.5,44.1,0.7,92.2
Haryana,HR,Sonipat,2008,83.1,81.5,67.8,62.5,45.1,1.1,98.6
Haryana,HR,Yamunanagar,2008,79.1,81.6,66.9,48.3,39.1,2,91.5
HP,HP,Bilaspur,2008,96.3,97.6,87.4,86.7,24.8,0,93.1
HP,HP,Chamba,2008,79.7,84.8,73.2,62.7,7.8,2.3,85
HP,HP,Hamirpur,2008,92.8,91,83.3,83.8,35.1,0.2,93.5
HP,HP,Kangra,2008,88.8,91.6,87.6,78,37.6,0.4,91.9
HP,HP,Kinnaur,2008,94.5,94,92.6,87,20,0.4,90.5
HP,HP,Kullu,2008,95.4,97.7,81.9,77.4,18.8,0.1,95.1
HP,HP,Lahul & Spiti,2008,92.3,93.9,89,90.8,19.7,0.5,93.2
